title,genre,country,year,company,director,actor,date,running_time,keyword,plot
와일드 오키드,드라마,미국,1990,Vision PDG,쟐만 킹,"미키 루크,재클린 비셋,캐르 오티스,아슘타 세나,브루스 그린우드,올렉 비도프,밀튼 곤칼브즈,젠즈 피터,안토니오 마리오 실바 다 실바,폴 랜드,마이클 비엘라,베르나르도 자블론스키",19900630,105,"여변호사,리오,출장,관광호텔단지,재벌,축제","젊고 아름다운 법학도 에밀리는 부동산개발회사에 취직하자마자 여사장 클라우디아와 함께 리오데자네이로로 온다. 여행목적은 자금난으로 어려움을 겪는 관광호텔단지를 인수하기 위해 중국인 투자가들의 차관단을 조직하는 것이다. 그곳에서 에밀리는 재벌사업가 제임스를 만나 사랑하게 되지만, 그는 다른 사람의 정사를 목격하면서 즐길 뿐 정작 자신은 사랑하기를 거부하는 묘한 남자로 에밀리의 사랑을 외면한다. 에밀리가 낙담한 채 호텔에 돌아오니 제임스가 기다리고 있다. 그"
마곡의 결투,"시대극/사극,활극","대한민국,대만",1969,"덕영필림,이명영화사","이대련,이관장","정강,김청자,최성호,이선,강명,무민웅,주명,대군평",19690516,86,"한국대만합작영화,합작영화",어느 마을에 산적들이 몰려와 양민을 괴롭히고 있었다. 원수를 찾아 방랑하던 젊은 무사와 처녀 무사가 마침 그 마을을 지나다가 양민을 도와 산적의 무리와 대결하게 된다. 그들이 위기에 처할 때마다 무술솜씨가 뛰어난 한 도사가 나타나 그들을 돕는다. 마침내 그들은 산적의 무리를 일소한다. 그후 그들은 그 도사가 젊은 무사의 형이 었다는 사실과 죽은 산적 두목이 바로 처녀 무사가 찾던 원수임을 알게 되어 각자 자신의 목적지를 향해 흩어진다.
월부 남비서,코메디,대한민국,1969,주식회사 신아필림,심우섭,"구봉서(고등어),김지수(허문옥),허장강(오동동),도금봉(정여사),양훈(허노인),송해(건달),김소은(영자),안인숙(팔푼이),조학자,김세라,문미봉,권일정,임하",19690606,88,"희극,비서,회사원,컬러시네마스코프,바람기","라디오 월부 판매원인 고등어는 월부 비서로 취직하게 된다. 그가 해야 할 일은 남편의 바람기 때문에 고민하는 정여사의 지시대로 오동동 사장의 거동을 자세히 감시,보고하는 것이다. 그리하여 그는 오동동 사장의 뒤를 밟으면서 가끔 양심의 가책을 느끼도록 만든다.그리하여 사장의 마음을 바로잡고 그런 공로로 회사의 선전부장이 되어 그동안 사귀어 오던 아가씨와 화촉을 밝히게 된다."
원,공포(호러),대한민국,1969,대동영화주식회사,남태권,"허장강(고광재(식물학자, 흑묘원 주인)),윤정희(오정주(창일의 약혼녀)),이순재(윤창일(식물학전공 학생)),김석훈(최성호(불당골 돌상놈)),이빈화(수미(박사의 부인)),강미애(옥녀(성호의 애인, 원귀)),송미남(노파(박사의 유모)),송억(칠성아버지(불당골 구이꾼)),추봉(구이꾼 C),김수천(구이꾼 A),김경란(여인 A),임애심,권오상(학생 A),최병철(학생 B),주상호(구이꾼 B),김신명(주모),임영자,김지영(여인 B),마도식(학생 C),정미경(주모)",19691008,80,"원한,식물학자,처녀귀신,원귀,결혼반대,부모반대,꽃,공포영화,괴기,컬러시네마스코프","'식물에도 영(靈)의 세계가 있다'는 주제로 논문을 쓰려는 창일(이순재)은 지도교수인 최성호(김석훈)에게 연구를 위해 불당골을 찾아가겠다고 말한다. 성호의 딸 정주(윤정희)는 창일과 연인 사이, 창일과 정주는 흑묘원의 고광재 박사(허장강)를 찾아가 논문을 도와달라고 부탁한다. 한때 식물학계의 권위자였던 고박사는 유모와 함께 흑묘원에서 은거하고 있다. 고박사는 창일과 정주에게 며칠 쉬어가라고 한다. 그날 밤 정주는 창밖에서 산발한 여자를 목격하고 경악한다. 창일은 고박사와 유모에게서 이상한 기운을 감지하고 고박사의 행동을 유심히 관찰한다. 한편 창일과 정주의 편지를 받은 최성호 교수는 고박사가 이미 5년 전에 죽은 사람이라며 자신이 그곳에 가보겠다고 한다. 고박사의 미심쩍은 행동을 관찰하던 창일은 고박사를 미행하다가 그의 일기를 보게 된다. 일기에 쓰여진 고박사와 과거가 밝혀진다. 수십년 전 불당골에 살던 광재는 옥녀(강미애)라는 처녀를 짝사랑하고 있었는데, 옥녀는 성호와 서로 사랑하는 사이였다. 성호와의 결혼을 반대하는 부모 때문에 성호와 옥녀는 함께 도망가기로 하는데, 이를 알게 된 광재는 떠나려는 옥녀를 겁탈하고 실수로 그녀를 죽이게 된다. 성호는 홀로 떠났고, 괴로워하던 광재 또한 일본으로 유학을 가서 식물학 박사가 되어 수미(이빈화)와 결혼해 고향으로 돌아온다. 그런데 아내인 수미가 시름시름 앓으며 옥녀의 환영에 시달린다. 아내의 병에 이상한 느낌을 갖고 있던 광재 앞에 옥녀의 귀신이 나타나 그를 유혹한다. 귀신에 홀려 동굴까지 오게 된 광재는 그곳에서 이상한 꽃을 발견하고 실험실로 가져오는데, 그 꽃이 바로 옥녀의 혼이었다. 사람의 피를 주면 그 꽃은 옥녀가 되어 나타나는데, 시들지 않고 당신 곁에 영원히 있고 싶다는 옥녀의 말에 광재는 살인을 시작한다. 마침내 옥녀는 광재에게 수미의 피를 요구하게 되고 광재가 갈등하는 와중에 수미는 병이 깊어져 결국 죽고만다. 아내마저 잃고 절망한 광재는 옥녀가 자신의 모든 것을 앗아갔다며 꽃을 뽑아버리지만, 아무리 뽑아버려도 꽃은 다시 피어난다. 이러한 사연을 알게 된 창일은 위험을 직감하는데, 광재 또한 자신의 비밀이 드러난 것을 눈치채고 그들을 죽이려 한다. 한편 유모는 자신이 모시는 광재가 또 다시 살인을 하려 하자 옥녀의 혼이 담긴 꽃에 신령의 그림을 가져가고 그로 인해 옥녀의 귀신은 사라지고 꽃만 남는다. 창일과 정주를 추격하던 광재 또한 이 순간 고통에 빠진다. 광재는 실험실로 돌아와 꽃을 들고 동굴로 가는데 동굴이 무너져 광재와 꽃은 함께 돌더미에 묻힌다. 뒤쫓아온 창일과 정주는 이를 목격하고 이들을 찾으러온 성호와 함께 흑묘원을 떠난다. (영화)"
미워도 다시한번(3편),"멜로/로맨스,드라마",대한민국,1969,대양영화주식회사,정소영,"신영균(김신호(제약회사사장)),문희(혜영(신호의 옛애인)),김정훈(영신(혜영의 아들)),전계현(윤여사(신호의 부인)),황정순(산호의 장모),박암(김교수(산호의 친구)),김동원(한회장(혜영의 남편)),이충범(혜영의 오빠),김도령(영규(윤여사의 아들)),유대영(용식(껌팔이)),김미리(유끼꼬(한회장집 하녀)),김신명(산호집 식모),송일근(권노인(껌팔이 왕초)),박정숙(간호원)",19700101,91,"속편,시리즈,친모,모정,모성애,신파,비련의여인,컬러시네마스코프","어른들의 대화에서 엄마를 욕하는 말을 듣고 집을 뛰쳐나간 영신이 교통사고로 입원하자, 일본으로 떠난 혜영이 급히 귀국한다. 혜영이 의식불명인 영신을 극진히 간호하자, 영신은 기적적으로 완쾌한다. 영신의 애원으로 혜영과 산호가 재결합하게 되고, 윤여사는 실의에 빠진다. 아빠를 뺏긴 큰아들 영규는 혜영과 영신을 미워한 나머지 나무에서 돌을 던지다 떨어져 입원하게 된다. 이에 혜영은 영신을 데리고 자취를 감춘다."
백발백중,"코메디,멜로/로맨스",대한민국,1966,동양영화흥업주식회사,이형표,"신성일(신대식),고은아(고미숙),남정임(김수미),남기숙(이채리),전양자(윤진희),방수일(한유민),트위스트 김(김찬규),김정철(강기욱),김희갑(김사장),김순철(정동선),장훈(동선 부),이예성(민원재),지방열(수미 부)",19661020,null,"로맨틱코미디,청춘남녀,자취방,말괄량이,흑백시네마스코프","실연의 고배를 마신 미숙(고은아)과 세 처녀 수미(남정임), 채리(남기숙), 진희(전양자)가 한 집에 기거하며 자취를 한다. 그들은 모두 직장인인 말괄량이들이다 미숙을 제외한 그들은 퇴근 후 데이트하느라 바쁘고, 자연히 식사당번은 늘 미숙이가 떠맡게 된다. 그러던 미숙이가 제일 먼저 결혼을 하게 되어 다른 처녀들을 놀라게 한다. 그동안 그녀는 모 회사의 총각전무(방수일)와 교제해왔던 것이다."
양귀비,"시대극/사극,전기",대한민국,1962,동방영화사,최훈,"최무룡(이태백),김지미(양귀비),김승호(현종),이예춘(안록산),김희갑(고력사),장동휘(양국충),김동원(이림보),황정순(연춘군주),한미나(한국부인),박노식(가서한),김석훈(진현례),최남현(이귀년),김칠성(고상),유춘(승지도감),서월영(충문),김만(곽자의),임해림(두령),백송(장교),노경희(호국부인),이빈화(진국부인),강미애(홍도),이민(신소의),주선태(엄장),최성호(왕사예),양훈(길온),장혁(왕공),박세룡(장교),강성양(장교),경윤수(대신, 장군들),조항(이원의 악사들),남춘역(상민),임운학(사신),함국절(궁녀),송범,주리 무용단,미팔군실바스타쇼단",19620204,null,"라이벌,절세미인,요부,중국역사,역사물,역사바탕,역사 속 인물,흑백시네마스코프",당의 신하 안록산(이예춘)은 현종(김승호)의 총애를 한 몸에 받고 있는 천하일색 양귀비(김지미)를 탐해 반란을 일으킨다. 양귀비를 차지한 그는 그녀의 치마폭에서 헤어날 줄을 모른다. 왕좌에서 쫓겨났던 현종은 때를 놓치지 않고 군사를 일으켜 안록산을 몰아낸 다음 양귀비와 안록산을 생포해 국사를 어지럽힌 죄로 처형시킨다.
모성애,"멜로/로맨스,가족",대한민국,1962,대영영화제작사,양인은,"전옥(이여사),김혜정(김영희),남양일(영구),안성기(영일),장훈(구성복),이예춘(윤도식),전영선(경애),유춘수(인호),김영옥(인숙),석운아(김준덕),방수일(신기사),석금성(경애할머니),남춘역(정옥아범),김희갑(상장수),윤정란(송순이),신소영(간호원),지방열(안과의사),문미봉(박선생),노근호(명진),라정옥(하숙주인),김수천(음악선생)",19620715,null,"모성,계모,효도,효심,흑백스탠다드","계모로 들어온 이여사는 남편이 죽은 뒤, 전처 자식을 데리고 화목하게 살아간다. 자식들도 그녀가 계모라는 사실을 알지 못한다. 그러나 자식들이 장성함에 따라 호적 등본에 의하여 그녀가 계모라는 사실이 밝혀진다. 그녀가 계모라는 사실을 안 자식들은 더욱더 효성을 다한다. 또한 그녀 역시 자식들을 위하여 헌신한다."
새댁,"멜로/로맨스,가족",대한민국,1962,연아영화주식회사,이봉래,"도금봉(섭섭이),이대엽(효식),김희갑(할아버지),황정순(이씨),최남현(김동기),이빈화(큰댁),방성자(작은댁),엄앵란(자경),박암(대식),이수련(충식),주증녀(섭섭이 모),주선태(섭섭이 부),석금성(자호 모),양석천(윤병태),전계현(안순),박노식(박민규),유계선(김씨),문일봉(자호),김삼화(오수정),신소영(미쓰리),고향미(수정 모),박순봉(복덕방 노인),최삼(의사),고봉덕(놈팽이)",19621225,124,"대가족,가족드라마,라디오드라마원작,라디오연속극원작,서울중앙방송국(HLKA),흑백시네마스코프","할아버지에서 손자에 이르기까지 3대 가족이 한 지붕 밑에 살고 있는 서울의 한 가정에 순박한 시골 처녀 섭섭이(도금봉)가 시집온다. 조부자 3대를 합쳐서 이 집엔 네 쌍의 부부와 할아버지(김희갑), 젊은 시누이(엄앵란)와 식모(전계현), 이렇게 열한 식구가 살고 있어 매일같이 작은 사건들이 벌어진다."
골든 에이지,"시대극/사극,드라마",영국,2007,Working Title Films,세자르 카푸르,"케이트 블란쳇,클라이브 오웬,제프리 러쉬,애비 코니쉬,사만다 모튼",20071122,114,null,"16세기 말, 신교도와 구교도의 대립으로 대륙간의 전쟁이 한창인 시대. 영국은 신교도인 여왕 엘리자베스 1세(케이트 블란쳇)가 통치하고 있다. 구교도가 주권을 잡은 스페인은 왕위 계승 서열 2위인 메리 스튜어트(사만사 모튼)를 이용해 영국을 점령하고자 엘리자베스의 암살음모를 계획한다.  
국가 간의 동맹을 목적으로 여왕의 구혼자들이 줄을 잇는 사이, 엘리자베스는 자유로운 탐험가 월터 라일리(클라이브 오웬) 경에게 빠져들지만 나라를 통치하는 '여왕'의 위치 때문에 애써 마음을 숨긴다. 라일리 경에 대한 마음은 점점 커져만 가고 여자로서의 삶과 여왕으로서의 권위에서 갈등하던 엘리자베스는 메리 스튜어트의 암살 음모를 발각하게 된다. 반역자로 사형에 처해진 메리 스튜어트의 죽음을 빌미로 스페인은 영국과의 거대 전쟁을 선포하는데…
한 여자로서의 인생에 사랑이라는 축복 대신 전쟁이라는 무거운 짐을 짊어진 그녀는 운명이 자신의 어깨 위에 얹어놓은 여왕의 자리를 인정하고 검을 손에 쥔다.
그리고 이제, 스페인 무적함대에 맞선 역사상 가장 위대한 전쟁을 시작한다.
"
언페이스풀,"드라마,스릴러","미국,독일,프랑스",2002,"Epsilon Motion Picture, Fox 2000 Picture, Regency Enterprises, Unfaithful Filmproducktion GmbH & Co. KG",아드리안 린,"리차드 기어,다이안 레인,올리비에 마르띠네즈,채드 로우,도미닉 치아니즈",20020822,123,"기차,리메이크,마약,살인,섹스,불륜,에로틱스릴러","일상을 뒤흔드는 치명적 유혹... 결혼 10년차 부부 에드워드 섬너와 코니 섬너. 8살 아들과 함께 뉴욕 교외에 살고 있는 이 부부는 무엇하나 부러울 것 없는 이상적이고 행복한 삶을 영위하고 있다. 그러던 어느날, 뉴욕 시내로 쇼핑을 나갔던 코니가 우연히 사고를 당하게 되고, 폴 마텔이라는 젊은 프랑스 남자가 치료를 자처한다. 처음에는 견제의 눈길을 감추지 못하던 코니도 어딘지 모를 폴의 신비스런 매력에 긴장을 풀게 된다. 다시 일상으로 돌아온 코니. 사랑하는 남편과 아들이 곁에 있지만 문득문득 떠오르는 폴의 웃음과 말투에 다시 한번 폴을 만나겠다는 결심을 하게 되고, 이렇게 폴과 코니는 위험스럽게 서로에게 탐닉하게 되는데..."
상하이 나이츠,"액션,코메디,어드벤처",미국,2003,"Spyglass Entertainment,Touchstone Pictures",데이비드 돕킨,"성룡,오웬 윌슨,견자단,에이단 길렌",20030214,114,"런던,시리즈,옥쇄,음모,쿵푸,속편","중국 자금성. 청의 황제가 살고 있는 이곳에 복면을 쓴 자객들이 숨어든다. 이들이 노리는 것은 황제의 옥쇄. 대대로 옥쇄를 지켜온 무사는 전광석화같은 권법으로 자객들에 맞서지만, 숫적 열세와 기습적인 총격을 버티지 못하고 장렬히 전사한다. 목숨이 끊어지기 직전, 무사는 검은 상자 하나를 딸에게 건네며 오빠 장웨인에게 이것을 전해달라고 유언을 남긴다. 장웨인 그는 누구인가? <상하이 눈>에서 사라진 청나라의 공주를 찾아 무작정 미국 서부로 떠났던 황실 근위병, 그곳에서 우여곡절끝에 보안관 자리에까지 올라 유유히 서부생활을 즐기는 쿵후의 달인이 바로 장웨인이다. 아버지의 부음을 접한 웨인은 곧 서부 생활을 정리하고, 전편에서 함께 활약을 펼쳤던 로이와 함께 아버지의 원수를 갚으러 런던으로 떠난다. 런던에는 그의 여동생 린이 한발 앞서 와있었다. 린의 말에 따르면 아버지를 죽인 자는 영국 황족인 라쓰본. 왕위 계승 서열 10번째인 라쓰본은 자신이 왕위에 오르려는 역심을 품고, 빅토리아 여왕을 포함하여 자기보다 윗 서열에 있는 황족들을 없애버릴 계획을 세우고 있었다. 이를 위해 손을 잡은 사람이 바로 자금성에서 쫓겨난 왕자 입. 역시 청 황제의 자리를 노리는 입은 9명의 황족을 살해해주는 대가로 자신의 손에 청나라 옥쇄를 쥐어달라는 조건을 걸었던 것이다."
그 해 여름,"멜로드라마,드라마",대한민국,2006,KM컬쳐,조근식,"이병헌(윤석영),수애(서정인),오달수(남균수),이세은(이수진),정석용(김만덕),이혜은(엘레나),나기수(석영부),박남희(분교교장),박채익(문우회회원),김도균(문우회회원),문영욱(문우회회원),안상윤(문우회회원),김준호(문우회회원),조민우(문우회회원),김래혁(문우회회원),송일용(문우회회원),박왕석(문우회회원),김정하(수내리아줌마),임지수(수내리아줌마),김은영(수내리아줌마),최지연(수내리아줌마),김경희(수내리아줌마),권형국(수내리아저씨),이형권(수내리아저씨),오길주(수내리아저씨),양재봉(수내리할아버지),김하늘(수리내소녀),박찬국(형사2),이두경(형사3),김상오(한전사내),강진구(한전직원),도영희(구멍가게할머니),송정우(피디),강성숙(방송국작가1),손현아(방송국작가2),이승열(방송국FD),송지영(키스녀),김영배(장기노인),배상돈(윤교수주치의),홍진욱(라디오드라마목소리출연(남)),서지연(라디오드라마목소리출연(여)),유해진(특별출연),최덕문(우정출연),김중기(우정출연),조경철(우정출연)",20061130,121,"교수,방송작가,첫사랑,농촌봉사활동,대학교수,대학시절,1960년대,대학생,시골소녀,도서관사서,사랑과이별","모두가 동경하는 '윤석영' 교수(이병헌 分)의 첫사랑 '서정인'(수애 分)을 찾아 나선 TV교양프로그램의 덜렁이 작가 수진(이세은 分). 낭만이라고는 약에 쓸래도 없는 앙숙 김PD(유해진 分)와 취재길에 나선다. 윤석영 교수가 대학시절 농촌봉사활동을 위해 내려왔다는 시골마을 수내리. 그들은 정인의 행방을 찾지만 그 이름을 듣는 사람들의 얼굴이 예사롭지 않다. 취재가 깊어지면서 그들은 '서정인'의 절친한 사이였던 '엘레나'(이혜은 分)와 당시 윤교수와 함께 농활을 내려왔던 '남균수'(오달수 分)교수를 만나게 된다. 그리고 상상조차 하지 못한 아련한 사랑의 이야기를 듣게 되는데...

 1969년 여름, 서울에서 농촌봉사활동을 내려 온 대학생들. 풋풋하고 싱그러운 그 젊음 속에 가장 빛나는 얼굴 '석영'이 있다. 아버지를 피해 마지못해 도망치듯 내려온 농활이라 그는 번번이 농땡이고 매사 시큰둥이다. 그러나 그의 마음을 첫 눈에 사로잡은 그녀 '정인'. 가족도 없이 외롭게 살아가지만, 씩씩하고 순수한 시골 도서관 사서 '정인'에게 '석영'은 점점 끌리게 되고, '정인' 역시 그에게 빠져든다. 그러나 두 사람이 마음이 깊어갈수록, 계절은 흘러가고 농활의 끝은 다가오는데... 하지만 그들의 이별은 전혀 예상 못한 곳에서 오고 있었다..."
신데렐라 스토리,"코메디,하이틴(고교),가족",,2004,null,마크 로스만,"힐러리 더프,제니퍼 쿨리지",20041022,95,"로맨스, 야구, 학교, 할로윈","유리구두가 휴대폰으로, 호박 마차가 컨버터블로, 그리고 머나먼 왕국이 LA교외로.. 그렇다면? 현대판 신데렐라의 유쾌한 이야기! 악질 계모와 의붓자매들로부터 괄대를 받는 샘은 식당 바닥을 닦는 등 온갖 궂은 일을 다한다. 그리고 그녀는 '와자를 만나기에 더할 나위 없이 좋은' 프린스턴에 가는 꿈을 꾼다. 하지만 어쩌면 샘은 벌써 '왕자'를 찾았는지도 모른다. 그녀에게는 이메일로 우정을 쌓아온 친구가 있는데 그는 할로윈 댄스파티에서 그녀와의 첫 만남을 준비한다. 친구의 정체를 알게 된 샘. 그녀는 그가 캠퍼스 최고 인기남이라는 사실에 당황한다. 과연 그는 샘을 사랑할 수 있을까? 과연 동화 속 이야기가 현실에서도 이루어질 수 있을까?"
들쥐,"액션,멜로드라마,활극",대한민국,1927,조선키네마프로덕션,나운규,"신일선,주삼손,윤봉춘,나운규,김보신",19270414,null,"로맨스, 악덕부호, 백년해로, 무성영화",젊은 청춘남녀는 백년해로를 같이하기로 굳게 맹세를 한다. 그러나 악덕부호의 폭력과 금력으로 남자는 연인을 빼앗긴다. 이윽고 악덕 부호가 강제결혼식을 올린다. 이때 들쥐라고 불리우는 정의의 청년 이 결혼식장에 나타나 폭력배들을 한주먹에 물리쳐 버리고 신부를 다시 찾아 연인을 잃어버린 청년에게 돌려보낸다.
노웨이 런,"드라마,범죄,스릴러",미국,1997,"North by Northwest Entertainment, Shoreline Entertainment, Two Sticks Productions",조이 트라볼타,"제프 파헤이,제임스 루소,마이클 매드슨,게리 부시,팀 토머슨,로버트 미아노,다넬 윌리암스,스테이시 랜달,에반 레이첼 우드,로키 램버트,폴 샘슨,바바 지오바니,켄 롬바드,에디 에벨,도일 맥커리,잭 배논,조쉬 울프,빌 로져,엘렌 트라볼타,데이빗 스네디커,잭 스노우,섀나 라우메이스터,알리슨 렛슨,데이빗 E. 온스턴,스콧 카,케이시 맥도널드",19981114,94,"음모, 목장, 퍼레이드",대니는 친구들과 함께 범죄조직의 금고를 터는데 범죄조직의 두목인 그라소가 미리 정보를 입수하고 총격전을 벌이는 바람에 겨우 목숨을 건진다. 하지만 훔쳐온 금고 속의 돈은 종이뭉치에 불과했다. 그라소 조직의 일원인 모사꾼 모가 이미 슬쩍해버린 후였던 것. 그라소에게 쫓겨 고향에 돌아간 대니는 자신이 도착하기 이틀 전 돌아가신 어머니의 유언장을 보게 된다. 유언장에는 목장의 반을 대니에게 물려주는 대신 고향에서 2년을 살아야 한다는 것이다.
